;title;link;image_link;duration;status;aired;episodes;type;source;genres;themes;demographic;producers;studios;licensors;voice_actors;staffs;score;ranked;rating;favorites;popularity;members;platforms;synopsis;synonyms;japanese
27;Gakuen Heaven;https://myanimelist.net/anime/850/Gakuen_Heaven;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322180508_20230322_animeartacademy.png;26 min. per ep.;Finished Airing;Apr 1, 2006 to Jun 24, 2006;13;TV;Visual novel;['Boys Love', 'Comedy', 'Drama', 'Romance'];['Harem', 'School'];NOT_EXIST;['Geneon Universal Entertainment', 'Visual Arts'];Tokyo Kids;Media Blasters;['Fukuyama, Jun', 'Sakurai, Takahiro', 'Konishi, Katsuyuki', 'Suzumura, Kenichi', 'Morikawa, Toshiyuki', 'Miki, Shinichiro', 'Kamiya, Hiroshi', 'Narita, Ken', 'Okiayu, Ryoutarou', 'Nojima, Hirofumi'];[{'name': 'Yamazaki, Asuka', 'role': 'Producer'}, {'name': 'Hiiro, Yukina', 'role': 'Director'}, {'name': 'Kikuta, Hiromi', 'role': 'Sound Director'}, {'name': 'Hoshino, Makoto', 'role': 'Episode Director'}];6.47;#6873;PG-13 - Teens 13 or older;168;#2465;65,577;[];"Itou Keita, an average guy, is shocked when he's invited to attend the elite institution, ""Bell Liberty Academy."" Unnerved by the mystery, he's further distracted by the school's social dynamics. In a sea of amazing young men, Keita struggles to find out what makes him unique, and how he can possibly deserve to be treated as an equal by the boys of BL. Lacking any particular ability, just why has Itou been welcomed into the privileged world of the talented and the beautiful?  Along the way, he develops intense relationships with the almost everyone at school but he is terribly drawn to the friendly, over-caring but very mysterious classmate, Kazuki Endou.";Boy's Love Scramble;学園ヘヴン
28;Pico x CoCo x Chico;https://myanimelist.net/anime/4866/Pico_x_CoCo_x_Chico;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;35 min.;Finished Airing;Oct 9, 2008;1;OVA;Original;['Boys Love', 'Hentai'];NOT_EXIST;NOT_EXIST;['Natural High'];Sugar Boy, Blue Cat;None found, add some;['Sakou, Mariko'];[{'name': 'Yatabe, Katsuyoshi', 'role': 'Director'}, {'name': 'Takayama, Katsuhiko', 'role': 'Script'}, {'name': 'Pico', 'role': 'Theme Song Performance'}, {'name': 'Yoshiten', 'role': 'Animation Director, Character Design'}];4.33;N/A;Rx - Hentai;322;#2484;65,032;[];The young couple Pico and Chico are out for a date in town when a chance encounter has them immediately seduced by the mysterious runaway named CoCo. Pico is instantly drawn in by CoCo's spiritual outlook and feminine charms, but little does he know that the swaying of his heart will fuel the sparks of jealousy, passion, and desperation between the trio, ready to engulf them in an inferno of arousal and anxiety at any moment.  Two may be company, but is three really a crowd?  [Written by MAL Rewrite];Boku no Pico OVA 3, Boku no Piko;ぴこ×CoCo×ちこ
29;Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai;https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;50 min.;Finished Airing;Mar 15, 2014;1;Movie;Light novel;['Boys Love', 'Comedy', 'Drama', 'Romance'];['Childcare', 'Workplace'];NOT_EXIST;['Kadokawa Shoten'];Studio Deen;None found, add some;['Horiuchi, Kenyuu', 'Furuya, Toru', 'Konishi, Katsuyuki', 'Nakamura, Yuuichi', 'Horie, Yui'];[{'name': 'Kon, Chiaki', 'role': 'Director'}, {'name': 'Kita, Shuhei', 'role': 'Theme Song Performance'}, {'name': 'Clauson, Meis', 'role': 'Theme Song Arrangement, Theme Song Composition'}, {'name': 'Nakamura, Shungiku', 'role': 'Original Character Design'}];7.86;#804;PG-13 - Teens 13 or older;213;#2507;64,035;[];Movie adaptation of the Sekaiichi Hatsukoi: Yokozawa Takafumi no Baai BL light novel.;Eiga Sekaiichi Hatsukoi, Sekai-ichi Hatsukoi Movie;劇場版 世界一初恋 横澤隆史の場合
30;Love Stage!!: Chotto ja Nakutte;https://myanimelist.net/anime/23441/Love_Stage__Chotto_ja_Nakutte;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322180508_20230322_animeartacademy.png;23 min.;Finished Airing;Nov 22, 2014;1;OVA;Manga;['Boys Love', 'Comedy', 'Romance'];['Adult Cast', 'Otaku Culture', 'Showbiz'];NOT_EXIST;['Kadokawa Shoten'];J.C.Staff;Sentai Filmworks;['Yonaga, Tsubasa', 'Eguchi, Takuya', 'Hirakawa, Daisuke', 'DAIGO', 'Kimura, Ryouhei', 'Okiayu, Ryoutarou', 'Hayashi, Yuu'];[{'name': 'Kasai, Kenichi', 'role': 'Director'}, {'name': 'Yamamoto, Kazutomi', 'role': 'Theme Song Performance'}, {'name': 'SCREEN mode', 'role': 'Theme Song Performance'}, {'name': 'Kodama, Saori', 'role': 'Theme Song Lyrics'}];7.39;#2144;PG-13 - Teens 13 or older;75;#2520;63,223;[];Bundled with volume four of the manga series Love Stage!! written by Eiki Eiki.  This OVA takes place right after the final episode of Love Stage!! the anime series, which is based on the manga volumes 1-3.;Love Stage!! OVA;LOVE STAGE!! チョットジャナクッテ
31;Monochrome Factor;https://myanimelist.net/anime/3656/Monochrome_Factor;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322180508_20230322_animeartacademy.png;24 min. per ep.;Finished Airing;Apr 8, 2008 to Sep 30, 2008;24;TV;Manga;['Action', 'Boys Love', 'Supernatural'];NOT_EXIST;NOT_EXIST;['Sotsu', 'Genco'];A.C.G.T.;Maiden Japan;['Suwabe, Junichi', 'Ono, Daisuke', 'Kamiya, Hiroshi', 'Saiga, Mitsuki', 'Asano, Masumi', 'Konishi, Katsuyuki', 'Yoshino, Hiroyuki', 'Okiayu, Ryoutarou', 'Hatano, Wataru', 'Koshimizu, Ami'];[{'name': 'Oosawa, Nobuhiro', 'role': 'Producer'}, {'name': 'Iizuka, Toshio', 'role': 'Producer'}, {'name': 'Kou, Yuu', 'role': 'Director'}, {'name': 'Tsuruoka, Youta', 'role': 'Sound Director'}];6.95;#4288;PG-13 - Teens 13 or older;217;#2641;58,337;['HIDIVE'];"The story revolves around high school student Akira Nikaido, a typical slacker living a normal life. That is, until he meets the mysterious Shirogane, a man who suddenly appears and tells him that they have a destiny together. When Akira hears this, he is shocked and doesn't believe a word of it. Aya, a friend of Akira, forgets something in the school one night, and asks Akira to help her and go find it. He agrees, and while there, he gets attacked by a shadow monster. Shirogane convinces him that the balance between the human world and the shadow world has been distorted and that Akira must become a ""shin""- a creature of the shadow world- in order to help restore the balance. The anime has shonen-ai themes which are completely absent from the manga.  (Source: Wikipedia)";NOT_EXIST;モノクローム･ファクター
32;Yami no Matsuei;https://myanimelist.net/anime/553/Yami_no_Matsuei;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;23 min. per ep.;Finished Airing;Oct 2, 2000 to Dec 18, 2000;13;TV;Manga;['Boys Love', 'Comedy', 'Drama', 'Fantasy', 'Horror'];NOT_EXIST;Shoujo;['Starchild Records', 'Movic'];J.C.Staff;Central Park Media, Discotek Media;['Hayami, Show', 'Miki, Shinichiro', 'Asano, Mayumi', 'Seki, Toshihiko', 'Morikawa, Toshiyuki', 'Inoue, Kazuhiko', 'Takayama, Minami', 'Imai, Yuka', 'Nakanishi, Yumiko', 'Nishimura, Tomomichi'];[{'name': 'Matsukura, Yuuji', 'role': 'Producer'}, {'name': 'Suzuki, Iku', 'role': 'Episode Director'}, {'name': 'Okamoto, Hideki', 'role': 'Episode Director, Storyboard'}, {'name': 'Hiiro, Yukina', 'role': 'Episode Director, Storyboard'}];7.03;#3938;R - 17+ (violence & profanity);392;#2749;53,875;[];"Even after death, life is full of paperwork and criminals. Tsuzuki Asato is a 26 year old, happy-go-lucky, and dorky shinigami (god of death) whose job is to makes sure that those who are dead remain dead and stay in their proper realms. Even though he's had this job for over 70 years, he is in the worst division with horrible pay. He also has a knack for not keeping partners (since shinigami work in pairs), but now he seems to have one that will stick around; stubborn, smart-mouthed, serious and defensive 16 year old, Kurosaki Hisoka. With each case they investigate, they come closer to the conspiracies of the serial killer Dr. Muraki Kazutaka. Tsuzuki's relationship with Hisoka is growing stronger and closer...but there is a dark past to how Tsuzuki died that will not give him peace.  (Source: ANN)";Descent into Darkness, The Darker Descendant;闇の末裔
33;Junjou Romantica OVA;https://myanimelist.net/anime/13767/Junjou_Romantica_OVA;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;22 min. per ep.;Finished Airing;Dec 20, 2012 to Dec 1, 2015;2;OVA;Manga;['Boys Love', 'Comedy', 'Drama', 'Romance'];NOT_EXIST;NOT_EXIST;['Kadokawa Shoten', 'Romantica club !!'];Studio Deen;None found, add some;['Hanada, Hikaru', 'Sakurai, Takahiro', 'Itou, Kentarou', 'Canna, Nobutoshi', 'Kishio, Daisuke', 'Inoue, Kazuhiko', 'Morikawa, Toshiyuki', 'Okiayu, Ryoutarou', 'Taniyama, Kishou'];"[{'name': 'Kon, Chiaki', 'role': 'Director'}, {'name': 'Nakamura, Shungiku', 'role': 'Script'}, {'name': ""Fo'xTails"", 'role': 'Theme Song Performance'}, {'name': 'MOKA☆', 'role': 'Music'}]";7.71;#1133;PG-13 - Teens 13 or older;75;#2762;53,325;[];OVAs that come with the limited premium edition of volumes 16 and 20 of the manga series.;Junjyou Romantica OAD, Junjou Egoist, Junjou Terrorist, Junjou Mistake;純情ロマンチカ
34;Kirepapa.;https://myanimelist.net/anime/3375/Kirepapa;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;29 min. per ep.;Finished Airing;Jan 25, 2008 to Nov 28, 2008;2;OVA;Manga;['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica'];NOT_EXIST;NOT_EXIST;['ANIK', 'On-Lead'];PrimeTime;None found, add some;['Sakurai, Takahiro', 'Midorikawa, Hikaru', 'Miyata, Kouki', 'Morikawa, Toshiyuki', 'Suwabe, Junichi', 'Sugita, Tomokazu', 'Hatano, Wataru', 'Kawashima, Tokuyoshi'];[{'name': 'Sakoi, Masayuki', 'role': 'Storyboard'}, {'name': 'Takagi, Ryo', 'role': 'Original Creator'}, {'name': 'Nishi, Shigenari', 'role': 'Editing'}, {'name': 'Katsuragi, Imari', 'role': 'Color Setting, Digital Paint'}];6.60;N/A;R+ - Mild Nudity;128;#2785;52,511;[];"Chisato Takatsukasa, a 35-year-old author, has such a youthful appearance that anyone would think him to be in his early twenties. His work is inspired by his idol—the best-selling mystery author Saki Shunka, who is as much of an enigma herself as the plots of the books she writes.  Chisato is also the extremely overprotective father of 15-year old Riju, convinced that the ""friends"" his son constantly brings over are nothing but predators waiting for the perfect opportunity to defile his precious boy. As a result, Chisato will stop at nothing to ensure they never come over again, resorting to the most extreme of methods.  There is not a man he hates more, however, than Riju's rather persistent best friend Shunsuke Sakaki, who just won't go away regardless of what Chisato tries to do. But the motivations of these characters lie as secrets bubbling just below the surface. Why is Chisato so wary of Riju's friends, and what exactly does Shunsuke know about the mysterious author his friend's father idolizes?  [Written by MAL Rewrite]";Kire Papa;キレパパ。
35;Yes ka No ka Hanbun ka;https://myanimelist.net/anime/40646/Yes_ka_No_ka_Hanbun_ka;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322230404_20230329_readmanga_1.png;53 min.;Finished Airing;Dec 11, 2020;1;Movie;Light novel;['Boys Love', 'Drama'];['Adult Cast', 'Showbiz'];NOT_EXIST;['None found', 'add some'];Lesprit;None found, add some;['Kawahara, Yoshihisa', 'Abe, Atsushi', 'Eguchi, Takuya', 'Morikawa, Toshiyuki', 'Satou, Takuya'];[{'name': 'Takata, Masahiro', 'role': 'Director, Screenplay'}, {'name': 'Abe, Nobuyuki', 'role': 'Sound Director'}, {'name': 'Abe, Atsushi', 'role': 'Theme Song Performance'}, {'name': 'Kawahara, Yoshihisa', 'role': 'Theme Song Performance'}];7.09;#3658;PG-13 - Teens 13 or older;246;#2895;49,224;['Crunchyroll'];Kei Kunieda is a newscaster who strictly maintains an amiable and kind persona while at work. Although he smiles on the outside, he covertly curses at others to his heart's content. His everyday life is smooth, even if he keeps half of himself hidden at all times, but that changes when he meets Ushio Tsuzuki, an independent stop-motion animator.  Soon, Kei finds himself caught in a lie borne from his two personas meeting Ushio under different conditions, with the other man unaware they are the very same person. As feelings begin to blossom between them, Kei cannot be sure if Ushio will love both sides of him—or only just half.  [Written by MAL Rewrite];Yes, No, or Maybe Half?;イエスかノーか半分か
36;Papa to Kiss in the Dark;https://myanimelist.net/anime/746/Papa_to_Kiss_in_the_Dark;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322230404_20230329_readmanga_1.png;30 min. per ep.;Finished Airing;Nov 23, 2005 to Dec 21, 2005;2;OVA;Light novel;['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica'];NOT_EXIST;NOT_EXIST;['Hakusensha', 'Three Fat Samurai', 'Sol Blade'];TNK;None found, add some;['Miki, Shinichiro', 'Midorikawa, Hikaru', 'Chiba, Susumu', 'Koyasu, Takehito', 'Katsuki, Masako', 'Terashima, Takuma'];[{'name': 'Miki, Shinichiro', 'role': 'Theme Song Performance'}, {'name': 'Terashima, Takuma', 'role': 'Theme Song Performance'}, {'name': 'Suzuki, Papaya', 'role': 'Editing'}, {'name': 'Oka, Mariko', 'role': 'Character Design'}];5.88;N/A;R+ - Mild Nudity;123;#2907;48,830;[];Munakata Mira is in love with his father, the famous Hollywood actor Munakata Kyousuke. Unknown to the public, both of them are father and son as well as lovers. When Mira turns 15 and enters high school, he faces trouble with his childhood friend falling in love with him. Also, finding out he is adopted only distresses him further. Then there's the problem of Kyousuke probably marrying a famous actress, whose son seems to have an interest in Mira.  (Source: ANN);Papato: Kiss in the Dark, Papa and Heart: Kiss in the Dark;パパとKISS IN THE DARK
37;Suki na Mono wa Suki Dakara Shou ga Nai!!;https://myanimelist.net/anime/1532/Suki_na_Mono_wa_Suki_Dakara_Shou_ga_Nai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322230404_20230329_readmanga_1.png;24 min. per ep.;Finished Airing;Jan 9, 2005 to Mar 27, 2005;12;TV;Visual novel;['Boys Love', 'Comedy', 'Drama', 'Romance'];NOT_EXIST;NOT_EXIST;['Bandai Visual', 'Lantis', 'Movic'];Zexcs;Media Blasters;['Hoshi, Souichirou', 'Midorikawa, Hikaru', 'Chiba, Susumu', 'Miki, Shinichiro', 'Ishida, Akira', 'Kisaichi, Atsushi', 'Okiayu, Ryoutarou', 'Sakaguchi, Daisuke', 'Yamazaki, Michiru', 'Morikawa, Toshiyuki'];[{'name': 'Kananiwa, Kozue', 'role': 'Producer'}, {'name': 'Miyazaki, Nagisa', 'role': 'Director'}, {'name': 'Watanabe, Jun', 'role': 'Sound Director'}, {'name': 'Kon, Chiaki', 'role': 'Episode Director, Storyboard'}];6.64;#5875;PG-13 - Teens 13 or older;228;#2909;48,678;['Tubi TV'];Hashiba Sora has fallen from a 4th story window and has lost all of his memories. When Fujimori Sunao comes to his school as his new room mate, Fujimori tells Hashiba that he is called Ran. Fujimori and Hashiba both have a split personality which they developed in their youth. Their split personalities, Yoru and Ran, are deeply in love. Even though it creeps Fujimori and Hashiba out what their other selves do with each other at night, they also start to fall for each other. Because of their relationship, Hashiba Sora finds out a lot of shocking facts about their youth.;Sukisyo, I like what I like, so there!;好きなものは好きだからしょうがない！！
38;Tight-rope;https://myanimelist.net/anime/12695/Tight-rope;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;23 min. per ep.;Finished Airing;May 30, 2012 to Jun 27, 2012;2;OVA;Manga;['Boys Love', 'Romance'];NOT_EXIST;NOT_EXIST;['None found', 'add some'];PrimeTime;None found, add some;['Tachibana, Shinnosuke', 'Suzuki, Tatsuhisa', 'Fukushima, Jun', 'Ichijo, Kazuya', 'Takaguchi, Kousuke'];[{'name': 'Yamamoto, Toshiyuki', 'role': 'Producer'}, {'name': 'Enatsu, Yuki', 'role': 'Script, Series Composition'}, {'name': 'Natsume, Isaku', 'role': 'Original Creator'}, {'name': 'Watanabe, Kazuo', 'role': 'Character Design'}];6.99;#4164;PG-13 - Teens 13 or older;106;#2922;48,008;[];Tightrope tells the tale of the reluctant heir of a yakuza family and his childhood friend, and follows their love relationship that started budding in their school days and keeps developing slowly but surely.  (Source: Simona's BL Research Lab);Tight Rope, Tightrope;タイトロープ
39;Seitokaichou ni Chuukoku;https://myanimelist.net/anime/5774/Seitokaichou_ni_Chuukoku;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322230531_20230329_readmanga_2.png;30 min. per ep.;Finished Airing;Nov 27, 2009 to Apr 18, 2010;2;OVA;Manga;['Boys Love', 'Comedy', 'Drama', 'Romance', 'Erotica'];NOT_EXIST;NOT_EXIST;['On-Lead'];PrimeTime;None found, add some;['Sugita, Tomokazu', 'Toriumi, Kousuke', 'Kishio, Daisuke', 'Koyasu, Takehito'];[{'name': 'Kawakubo, Keiji', 'role': 'Director'}, {'name': 'Monchi, Kaori', 'role': 'Original Creator'}, {'name': 'Abe, Nobuyuki', 'role': 'Sound Manager'}, {'name': 'Suzuki, Eri', 'role': 'Color Design'}];6.93;N/A;R+ - Mild Nudity;109;#2941;47,319;[];Even as he tries to keep the student council president out of trouble, Vice President Chiga-kun finds himself being drawn to the president's strength and power. Chiga-kun wonders how he, being such an intelligent individual, can be so unwillingly taken with a boy who is so country and simple...  (Source: Aarinfantasy);Hey Class President, High-School Love, Highschool Love;生徒会長に忠告
40;Ling Qi 2;https://myanimelist.net/anime/36522/Ling_Qi_2;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322230531_20230329_readmanga_2.png;24 min. per ep.;Finished Airing;Feb 23, 2018 to May 11, 2018;12;TV;Web manga;['Action', 'Boys Love', 'Comedy', 'Supernatural'];NOT_EXIST;NOT_EXIST;['Tencent Animation & Comics'];Haoliners Animation League;None found, add some;['Iguchi, Yuuichi', 'Takeuchi, Shunsuke', 'Satou, Takuya', 'Sugiyama, Noriaki', 'Takeuchi, Ken', 'Kawada, Shinji', 'Sorami, Yuki', 'Nabatame, Hitomi', 'Ookubo, Rumi', 'Chiba, Susumu'];[{'name': 'Li, Haoling', 'role': 'Director'}, {'name': 'Sueyoshi, Shuta', 'role': 'Theme Song Performance'}];7.49;#1754;PG-13 - Teens 13 or older;212;#3025;45,077;['Crunchyroll'];In this new season, we will discover the backstory of Tanmoki and who will learn through his memories who was his ancestor Rakugetsu.  (Source: ANN);Spirit Pact: Yomi no Chigiri, Spirit Pact: Bond of the Underworld;灵契 2
41;Sensitive Pornograph;https://myanimelist.net/anime/741/Sensitive_Pornograph;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;30 min.;Finished Airing;Dec 20, 2004;1;OVA;Manga;['Boys Love', 'Comedy', 'Drama', 'Hentai'];NOT_EXIST;NOT_EXIST;['None found', 'add some'];Phoenix Entertainment;Media Blasters;['Taniyama, Kishou', 'Hiyama, Nobuyuki', 'Kawada, Shinji', 'Suzumura, Kenichi'];[{'name': 'Yoshida, Tomohiro', 'role': 'Sound Director'}, {'name': 'Gokurakuin, Sakurako', 'role': 'Original Character Design, Original Creator'}, {'name': 'Amano, Masamichi', 'role': 'Music'}, {'name': 'Mutou, Akiko', 'role': 'Sound Effects'}];6.66;N/A;Rx - Hentai;172;#3042;44,624;[];For four young men, love and intimacy are in the air, even though they may not be aware of it. Sensitive Pornograph holds within it two tales of sexual romance for two different couples of men. The first is a tale between two manga artists, Seiji Yamada and Sono Hanasaki. Both are familiar with each other's work, though upon meeting each other, Seiji is shocked to find out that Sono is actually a man, ten years his senior. Love quickly blossoms between the two, but will soon be tested when Seiji begins to hear rumors about Sono's past sexual exploits.  In the second tale, Koji Ueno is a part-time pet sitter, hired to take care of a rabbit named Aki for a new client. To Koji's complete surprise though, not only is there no rabbit in the house, but the only thing in the apartment is a bound and gagged man in the closet who says that he is Aki. More troubling than this is that Aki informs Koji that they are both in danger of upsetting the client, and the only way for Koji to get out safely is for them to make love together.  Two stories, four men, and the one emotion of love that unites them all in the new twists their lives have taken.;NOT_EXIST;センシティブ・ポルノグラフ
42;Okane ga Nai;https://myanimelist.net/anime/2148/Okane_ga_Nai;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;30 min. per ep.;Finished Airing;Feb 9, 2007 to Dec 21, 2007;4;OVA;Manga;['Boys Love', 'Drama', 'Romance', 'Erotica'];NOT_EXIST;NOT_EXIST;['KlockWorx', 'Happinet Pictures'];Lilix;Media Blasters;['Fukuyama, Jun', 'Kosugi, Juurouta', 'Tsujitani, Kouji', 'Tobita, Nobuo', 'Hatano, Wataru', 'Okiayu, Ryoutarou', 'Kakihara, Tetsuya', 'Ogata, Kenichi'];[{'name': 'Sokuza, Makoto', 'role': 'Director'}, {'name': 'Abe, Nobuyuki', 'role': 'Sound Director'}, {'name': 'Hiramukai, Tomoko', 'role': 'Episode Director'}, {'name': 'Kakihara, Tetsuya', 'role': 'Theme Song Performance'}];6.16;N/A;R+ - Mild Nudity;158;#3046;44,537;[];"Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price.  (Source: ANN)";NOT_EXIST;お金がないっ
43;Ikoku Irokoi Romantan;https://myanimelist.net/anime/3210/Ikoku_Irokoi_Romantan;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230322180508_20230322_animeartacademy.png;27 min. per ep.;Finished Airing;Dec 21, 2007 to Oct 24, 2008;2;OVA;Manga;['Boys Love', 'Comedy', 'Romance', 'Erotica'];NOT_EXIST;NOT_EXIST;['ANIK', 'On-Lead'];PrimeTime;None found, add some;['Itou, Kentarou', 'Suwabe, Junichi', 'Kawakami, Tomoko', 'Okiayu, Ryoutarou'];[{'name': 'Ootani, Hajime', 'role': 'Director, Storyboard'}, {'name': 'Yamane, Ayano', 'role': 'Original Creator'}, {'name': 'Tanaka, Chiharu', 'role': 'Color Design'}, {'name': 'Kwon, Yong-Sang', 'role': 'Animation Director'}];6.93;N/A;R+ - Mild Nudity;105;#3078;43,575;[];Japanese yakuza clan heir Ranmaru just got married on a lavish cruise ship, but things aren't as they seem. The marriage is just for the appearances, and he ends up getting drunk and spending the night not with his bride but with the sexy ship captain. When the two men meet again in Italy, it is the start of a spectacular love story.  (Source: MU);The Romantic Tale of a Foreign Love Affair;異国色恋浪漫譚
44;Sankaku Mado no Sotogawa wa Yoru;https://myanimelist.net/anime/44387/Sankaku_Mado_no_Sotogawa_wa_Yoru;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;23 min. per ep.;Finished Airing;Oct 3, 2021 to Dec 19, 2021;12;TV;Manga;['Boys Love', 'Drama', 'Horror', 'Mystery', 'Supernatural'];NOT_EXIST;NOT_EXIST;['MediaNet', 'Avex Pictures', 'bilibili', 'Crunchyroll', 'Yomiuri TV Enterprise', 'A-Sketch', 'Libre', 'animate'];Zero-G;None found, add some;['Hatano, Wataru', 'Shimazaki, Nobunaga', 'Anzai, Chika', 'Saitou, Souma', 'Suwabe, Junichi', 'Eguchi, Takuya', 'Yoshino, Takahiro', 'Hikasa, Youko', 'Koga, Aoi'];[{'name': 'Usui, Hisato', 'role': 'Producer'}, {'name': 'Sugiura, Ayaka', 'role': 'Producer'}, {'name': 'Sakikawa, Yukiya', 'role': 'Producer, Planning'}, {'name': 'Nakagawa, Gaku', 'role': 'Producer'}];6.72;#5449;R - 17+ (violence & profanity);326;#3098;43,105;['Crunchyroll'];"Kousuke Mikado has been able to see spirits for as long as he can remember. Extremely terrified of them, he tries to suppress his ability by wearing glasses. One day, while working at a bookstore, he catches the attention of Rihito Hiyakawa, an eccentric medium who is convinced that they were destined to meet each other.  Thanks to Hiyakawa's antics, Mikado is thrust into the world of the paranormal, with the former promising that he will shed his fears if Mikado stays with him. As they continue to work together, the two discover a series of malicious curses that all point to the same name—""Erika Hiura."" What is this person's goal, and how do they connect with Mikado and Hiyakawa?  [Written by MAL Rewrite]";NOT_EXIST;さんかく窓の外側は夜
45;Kuro Gal ni Natta kara Shinyuu to shitemita.;https://myanimelist.net/anime/47591/Kuro_Gal_ni_Natta_kara_Shinyuu_to_shitemita;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230313192021_20230315_ec-kimetsu-world-tour.jpg;6 min. per ep.;Finished Airing;Apr 5, 2021 to May 24, 2021;8;ONA;Manga;['Boys Love', 'Hentai'];NOT_EXIST;NOT_EXIST;['Suiseisha', 'blackflag'];Irawias;None found, add some;['Yamamoto, Kazutomi', 'Furukawa, Makoto', 'Shimozuma, Yoshiyuki', 'Mizutani, Marin'];[{'name': 'Chokkou', 'role': 'Director'}, {'name': 'Misawa, Ayako', 'role': 'Sound Director'}, {'name': 'Kurosaki, Eiyo', 'role': 'Script'}, {'name': 'Yamamoto, Kazutomi', 'role': 'Theme Song Performance'}];6.17;N/A;Rx - Hentai;474;#3212;40,486;['Bahamut Anime Crazy'];Shion and Rui are the dream team when it comes to hitting on women. Tonight was going to be another night of hooking up with girls for Shion, but he ended up taking a strange drug. When he woke up... he'd turned into a girl?! Rui came looking for Shion, but didn't recognize him, and started hitting on him...  (Source: Suiseisha, translated);I Became a Black Gal So I Fucked My Best Friend, Kuro Gal ni Natta kara Shinyuu to Yattemita.;黒ギャルになったから親友としてみた。
46;Gakuen Handsome;https://myanimelist.net/anime/33392/Gakuen_Handsome;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;3 min. per ep.;Finished Airing;Oct 4, 2016 to Dec 20, 2016;12;TV;Game;['Boys Love', 'Comedy'];['Parody', 'School'];NOT_EXIST;['None found', 'add some'];Team YokkyuFuman;None found, add some;['Kimura, Ryouhei', 'Hanae, Natsuki', 'Kusunoki, Taiten', 'Tsuruoka, Satoshi', 'Nomiya, Kazunori', 'Suzuki, Yuto', 'Kakihara, Tetsuya', 'Akesaka, Satomi'];[];6.72;#5421;PG-13 - Teens 13 or older;297;#3220;40,347;['Crunchyroll'];High school student Yoshiki Maeda is starting a new year in the all-boys Baraman High School. On the first day, Yoshiki reconnects with his childhood friend, Takuya Saotome, and meets his odd and dramatic homeroom teacher, Teruhiko Saionji. Yoshiki's younger sister, Yuu, is aware of many of these handsome boys and seems to take pleasure in teasing her big brother about them.  Yoshiki soon discovers a number of stereotypical romance characters and has no choice but to deal with their outright ludicrous and nonsensical boys' love antics.  [Written by MAL Rewrite];NOT_EXIST;学園ハンサム
