;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
71;Naruto x UT;https://myanimelist.net/anime/10075/Naruto_x_UT;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;NARUTO×UT;OVA;1;Finished Airing;Jan 1, 2011;['None found', 'add some'];None found, add some;Pierrot;Manga;['Action', 'Fantasy'];Shounen;6 min.;PG-13 - Teens 13 or older;7.37;#2217;#2823;50,558;81;;[];All-new animation offered throughout UNIQLO clothing stores in Japan on January 1, 2011. The DVD contains an exclusive version of Mayonaka Orchestra, by the Japanese rock band Aqua Timez. A limited number of the DVDs was offered as presents to people who bought UNIQLO's Naruto graphic T-shirts online or in their stores.  (Source: ANN, edited);;;;;
72;Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita 2nd Season;https://myanimelist.net/anime/50738/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;スライム倒して300年、知らないうちにレベルMAXになってました;TV;Unknown;Not yet aired;Not available;['Square Enix'];None found, add some;None found, add some;Light novel;['Comedy', 'Fantasy'];;Unknown;PG-13 - Teens 13 or older;N/A;N/A;#2824;50,530;194;['CGDCT', 'Isekai', 'Reincarnation'];[];Second season of Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita.;?;Unknown;;;
73;Mashle;https://myanimelist.net/anime/52211/Mashle;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;マッシュル-MASHLE-;TV;Unknown;Not yet aired;Apr 2023 to ?;['Aniplex', 'Shueisha', 'INSPION Edge'];Aniplex of America;A-1 Pictures;Manga;['Action', 'Comedy', 'Fantasy'];Shounen;Unknown;PG-13 - Teens 13 or older;N/A;N/A;#2826;50,588;281;['Parody', 'School'];[];"To everyone else in his magic-dominated world, the young and powerless Mash Burnedead is a threat to the gene pool and must be purged. Living secretly in the forest, he spends every day training his body, building muscles strong enough to compete with magic itself! However, upon having his identity exposed and his peaceful life threatened, Mash begins his journey to becoming a ""Divine Visionary,"" a role so powerful that society would have no choice but to accept his existence.  And so, in order to maintain his peaceful life, the magicless Mash enrolls in the prestigious Easton Magic Academy, competing against the children of some of the most powerful and elite in the realm. Lacking the very skill needed to survive at Easton, magic, Mash appears to already be at a disadvantage to his fellow classmates. In order to achieve his goals, Mash will have to fight his way through every trial using his fists alone, overcoming magic with muscles, all for the illustrious title of Divine Visionary!  [Written by MAL Rewrite]";Spring 2023;Unknown;;;
74;Kono Healer, Mendokusai;https://myanimelist.net/anime/48742/Kono_Healer_Mendokusai;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;This Healer's a Handful;このヒーラー、めんどくさい;TV;12;Finished Airing;Apr 10, 2022 to Jun 26, 2022;['AT-X', 'Nippon Columbia', 'BS11', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'INCS toenter'];None found, add some;Jumondo;Manga;['Adventure', 'Comedy', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;6.36;#7479;#2828;50,363;144;;['Crunchyroll', 'Ani-One Asia', '', '', '', '', '', '', '', '', ''];In a world where monster invasions are rampant and frequent, being an adventurer in a party is considered one of the most desirable jobs for the honor and fame it provides. Wanting to make a name for himself, a young human warrior named Alvin intends to start his career by completing a low-level request for the guild.  While en route, Alvin is confronted by a magical bear and immediately finds himself in a pinch. As luck would have it, a dark elf healer named Karla approaches and asks if Alvin requires assistance—being seemingly oblivious to the situation before her eyes. After a discussion needlessly complicated by Karla's absurdly eccentric personality, Alvin somehow convinces her to help him. Unfortunately, instead of healing him, she accidentally casts a curse: if Alvin strays too far from her, he shall die.  Despite being forced to accompany Karla until the curse is broken, Alvin remains steadfast in his ambition to become a full-fledged adventurer. With a partner by his side, the journey toward his goal may grow easier—or harder—depending on Karla's whims.  [Written by MAL Rewrite];Spring 2022;Sundays at 21:00 (JST);;;
75;Kamichama Karin;https://myanimelist.net/anime/1808/Kamichama_Karin;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Kami-chama Karin, Little Goddess Karin;かみちゃまかりん;TV;26;Finished Airing;Apr 6, 2007 to Sep 28, 2007;['Broccoli', 'Nihon Ad Systems', 'Pony Canyon', 'Studio Kelmadick'];None found, add some;Satelight;Manga;['Comedy', 'Fantasy', 'Romance'];Shoujo;24 min. per ep.;PG-13 - Teens 13 or older;7.21;#3040;#2832;50,314;359;['Mahou Shoujo', 'School'];[];Thirteen-year-old Karin Hanazono feels like her life can't get any worse, Her parents died when she was younger, leaving her with an aunt who doesn't hesitate to call her stupid and useless over her poor grades. Her only friend, her cat named Shii-chan, passed away recently, leaving her completely alone. All she has left of her parents is a ring given to her by her mother, which she treasures dearly as the sole thing left of her past.  Kamichama Karin begins the moment her life takes a turn for the better, when she is approached by Himeka Kuujou, a cute girl who has also lost her parents, and Kazune Kuujou, her cousin who finds girls to be troublesome, both of whom are searching for a goddess. Her mother's memento ring shines brightly in their presence and fills her with its radiance, making her smarter, faster, and capable of granting wishes. It turns out that her ring allows her to become the very goddess they were looking for, and now that she has awakened that power, others will come after her for it…;Spring 2007;Unknown;;;
76;MÄR;https://myanimelist.net/anime/738/M%C3%84R;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Marchen Awakens Romance, Märchen Awakens Romance, MAR-Heaven, MÄR Heaven;メル;TV;102;Finished Airing;Apr 3, 2005 to Mar 25, 2007;['TV Tokyo', 'Shogakukan-Shueisha Productions'];VIZ Media;SynergySP;Manga;['Action', 'Adventure', 'Comedy', 'Fantasy'];Shounen;24 min. per ep.;PG-13 - Teens 13 or older;7.25;#2808;#2834;50,278;288;;[];Dreaming of a magical world every night, the young Toramizu Ginta yearns to be able to go there. With only his friend Koyuki believing in his dreams, Ginta remains positive despite the slander he receives from others over his dreams. But his wishes are answered, as one day a large door appears in front of Ginta, summoning him to the land of MAR Heaven. In this land, the weapons known as ARMS exist. While initially Ginta greatly enjoyed the discovery of this magical world, he soon learns of the terrible wars that have once plagued MAR Heaven and the upcoming war that may soon appear.;Spring 2005;Sundays at 10:00 (JST);;Isekai;
77;Mai-Otome;https://myanimelist.net/anime/99/Mai-Otome;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Mai Oto-Hime, Mai-OtoHiME, Dancing Maiden;舞-乙HiME;TV;26;Finished Airing;Oct 7, 2005 to Mar 31, 2006;['Bandai Visual', 'Lantis', 'TV Tokyo Music'];Funimation, Bandai Entertainment;Sunrise;Original;['Comedy', 'Drama', 'Fantasy'];;23 min. per ep.;PG-13 - Teens 13 or older;7.28;#2649;#2839;50,091;304;;['Crunchyroll', 'Funimation'];Arika Yumemiya has traveled far in search of her goal: the prestigious Gualderobe Academy. This is the school where young girls are trained to become Otomes, protectors of royal leaders throughout the lands. Here, Arika makes plenty of friends, but some enemies know something about her past that she does not. Nevertheless, her spirit and determination will keep pushing her forward.  Adapted from its predecessor, Mai-HiME, this series is not a direct sequel, but an alternate universe setting featuring some of the Mai-HiME cast (though with different personalities).  (Source: ANN);Fall 2005;Fridays at 01:30 (JST);;;
78;Dragon Ball: Ossu! Kaettekita Son Gokuu to Nakama-tachi!!;https://myanimelist.net/anime/5152/Dragon_Ball__Ossu_Kaettekita_Son_Gokuu_to_Nakama-tachi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;;DRAGONBALL オッス!帰ってきた孫悟空と仲間たち!;Special;1;Finished Airing;Sep 21, 2008;['Shueisha'];None found, add some;Toei Animation;Manga;['Action', 'Adventure', 'Comedy', 'Fantasy'];Shounen;34 min.;PG-13 - Teens 13 or older;6.84;#4824;#2845;49,934;35;;[];Based on an original concept by the original author Akira Toriyama, the story, set shortly after the defeat of Majin Buu, pits Son Gokuu and his friends against a new, powerful enemy.  This special introduces four new characters: Abo and Kado red and blue aliens wearing battle fatigues similar to Frieza's army, one tiny yellow alien, and a young Saiyan child who vaguely resembles Vegeta named Tarble. Though very little about the plot has been revealed, Tarble has arrived on Earth, being pursued by Abo and Kado.  (Source: Wikipedia);;;;;
79;Yoake Tsugeru Lu no Uta;https://myanimelist.net/anime/34792/Yoake_Tsugeru_Lu_no_Uta;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Song of Lu who Informs the Dawn;夜明け告げるルーのうた;Movie;1;Finished Airing;May 19, 2017;['Fuji TV', 'Toho', 'Fujipacific Music', 'BS Fuji'];NYAV Post, GKIDS;Science SARU;Original;['Adventure', 'Award Winning', 'Fantasy', 'Supernatural'];;1 hr. 51 min.;G - All Ages;7.39;#2156;#2846;49,879;181;;['Crunchyroll', 'Netflix'];"In the seaside village of Hinashi Town, Kai Ashimoto's grandfather is one of the locals who reinforces the legend that mermaids lurk near Merfolk Island and consume humans. Due to allegedly attracting merfolk and subsequently causing the death of the elder's mother, music is seldom discussed in the Ashimoto household. Even so, Kai finds solace in making looped beats on his laptop and uploading them to the internet.  Despite his reserved and glum demeanor, Kai is approached by Kunio and Yuuho Ebina, two cheerful classmates that happened upon one of his videos. The pair ask him to join their rock band but are met with apathy. Nevertheless, Kai agrees to accompany them in a practice session on Merfolk Island, where he soon witnesses something that he cannot explain.  Later that night, Kai is composing music in his room when he attracts a familiar entity—a mermaid. As she twirls and grins to the sound of his stereo, Kai discovers a number of aspects about the being who introduces herself as Lu: she possesses incredible water manipulation powers; she buds a pair of functioning legs with the sound of music; but most notably, she is a truly benevolent creature who simply wants people to like her. Fostering a dynamic friendship, Kai and Lu gradually come to express their genuine selves, testing the long-standing boundaries that have deafened the resounding harmony among the people of Hinashi Town.  [Written by MAL Rewrite]";;;;Music;
80;Zuihou de Zhaohuan Shi;https://myanimelist.net/anime/41915/Zuihou_de_Zhaohuan_Shi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Zui Hou De Zhao Huan Shi;最后的召唤师;ONA;12;Finished Airing;Apr 26, 2022 to Jul 5, 2022;['Fuji TV', 'bilibili', 'Bit grooove promotion', 'Happinet Phantom Studios'];None found, add some;ASK Animation Studio;Web manga;['Action', 'Adventure', 'Drama', 'Fantasy'];;22 min. per ep.;PG-13 - Teens 13 or older;6.61;#6000;#2849;49,834;218;;['Crunchyroll'];A talented young cook's encounter with a hungry girl who popped up in his kitchen changes his ordinary life forever. Dora, a summoned spirit and a truly cute goddess, now calls him master. However, he is not interested at all and trying everything he could to get away from the ghostly figure. As fate would have it, when he becomes a summoner by accident, there is no turn back in life.  (Source: MU);;;;Harem;
81;Neppuu Kairiku Bushi Road;https://myanimelist.net/anime/19653/Neppuu_Kairiku_Bushi_Road;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Burning Wind Ocean Earth Samurai Lord, Bushilord, Bushiroad, Neppu Kairiku Bushi Road;熱風海陸ブシロード;Special;1;Finished Airing;Dec 31, 2013;['Bandai Visual', 'Nitroplus', 'Bushiroad', 'Bushiroad Music'];None found, add some;Kinema Citrus, Orange;Mixed media;['Action', 'Fantasy', 'Sci-Fi'];;1 hr. 33 min.;R - 17+ (violence & profanity);7.17;#3238;#2852;49,788;167;;[];"The story takes place in a time when the world is in the pits of despair after being ravaged by a poison called ""shinobi"" that came to earth via an asteroid. The people run away to the place called ""Kairiku,"" a place that used to be the bottom of the ocean. Here, the people try and protect themselves against the effects of the poison. In such a world, there was a single light of hope. The ""Holy Weapon Giga Road"" and the legendary warrior ""Yagyuu"" are needed in order to counter the effects of the poison. In order to save the world, Ame, a princess of a fallen nation, stands up in order to save the world.  (Source: ANN)";;;;Mecha;
82;Kage no Jitsuryokusha ni Naritakute! 2nd Season;https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230306213153_20230308_ichibankuji_survey.png;Shadow Garden 2nd Season;陰の実力者になりたくて！ 2nd Season;TV;Unknown;Not yet aired;Not available;['None found', 'add some'];None found, add some;Nexus;Light novel;['Action', 'Comedy', 'Fantasy'];;Unknown;R - 17+ (violence & profanity);N/A;N/A;#2853;49,953;434;['Isekai', 'Reincarnation'];[];Second season of Kage no Jitsuryokusha ni Naritakute!;?;Unknown;;;
