;title;link;image_link;synonyms;japanese;type;episodes;status;aired;premiered;broadcast;producers;licensors;studios;source;genres;theme;demographic;duration;rating;score;ranked;popularity;members;favorites;themes;platforms;synopsis
32;Wo de Ni Tian Shen Qi;https://myanimelist.net/anime/37564/Wo_de_Ni_Tian_Shen_Qi;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Wo De Nitian Shenqi;我的逆天神器;ONA;16;Finished Airing;Apr 26, 2018 to Aug 9, 2018;['Tencent Animation & Comics'];None found, add some;Haoliners Animation League, Pb Animation Co. Ltd.;Web manga;['Adventure', 'Comedy', 'Fantasy', 'Romance', 'Supernatural'];17 min. per ep.;PG-13 - Teens 13 or older;6.40;#7218;#5211;13,717;24;;;[];One day, while being attacked, Chang Tian unintentionally invokes an artifact called Xiao Bai that protects him from a terrible fate. After this, he finds himself on a battlefield, where he will fight alongside several other people like him, able to invoke artifacts...;;;;;
33;Street Fighter Alpha: Generations;https://myanimelist.net/anime/950/Street_Fighter_Alpha__Generations;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Street Fighter Zero 2;ストリートファイターALPHAジェネレーション;Movie;1;Finished Airing;Oct 25, 2005;['None found', 'add some'];Manga Entertainment;APPP;Game;;42 min.;PG-13 - Teens 13 or older;6.47;#6832;#5214;13,710;14;;;[];When Ryu returns to pay homage to his deceased mentor, Gouken, he is tormented by disturbing memories of his master's killer. In a quest to become a true martial arts master, Ryu sets out to hone his street fighting skills and to deliver himself from the haunting legacy of the Dark Hadou. But the ultimate test of his new power can only be accomplished through one last fateful confrontation with his arch-nemesis, Gouki (Akuma).  (Source: AniDB);;;;Adventure;
34;Detective Conan OVA 07: A Challenge from Agasa! Agasa vs. Conan and the Detective Boys;https://myanimelist.net/anime/2597/Detective_Conan_OVA_07__A_Challenge_from_Agasa_Agasa_vs_Conan_and_the_Detective_Boys;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Meitantei Conan: Agasa-sensei no Chousenjou! Agasa vs Conan & Shounen Tanteidan;名探偵コナン 阿笠からの挑戦状! 阿笠vsコナン&少年探偵団;OVA;1;Finished Airing;Mar 13, 2007;['None found', 'add some'];None found, add some;TMS Entertainment;Manga;['Adventure', 'Comedy', 'Mystery'];24 min.;PG-13 - Teens 13 or older;7.25;#2819;#5220;13,680;4;;Shounen;[];Professor Agasa is kidnapped and the Detective Boys must use clues found at his house and in various parts of the city in order to find him.;;;Detective;;
35;Doraemon Movie 26: Nobita no Kyouryuu 2006;https://myanimelist.net/anime/2392/Doraemon_Movie_26__Nobita_no_Kyouryuu_2006;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;映画 ドラえもん のび太の恐竜2006;Movie;1;Finished Airing;Mar 4, 2006;['None found', 'add some'];None found, add some;Shin-Ei Animation;Unknown;['Adventure', 'Comedy'];1 hr. 47 min.;PG - Children;7.52;#1662;#5224;13,668;19;;Kids;[];Nobita finds a fossilized dinosaur egg by accident, and with the help of Doraemon's tools, they hatched the egg and began raising the dinosaur. Knowing that they can't keep the dinosaur forever, Nobita was forced to send it back to prehistoric times where a group of hunters from the future threatens to endanger the dinosaurs. Determined to save the dinosaurs from the claws of the hunters, Doraemon and the gang returns to the past and sets out in a prehistoric adventure.  (Source: ANN);;;Time Travel;;
36;Yama no Susume: Omoide Present;https://myanimelist.net/anime/35673/Yama_no_Susume__Omoide_Present;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Yama no Susume OVA;ヤマノススメ おもいでプレゼント;OVA;1;Finished Airing;Oct 28, 2017;['Yomiuri TV Enterprise'];None found, add some;8bit;Manga;['Adventure', 'Comedy', 'Slice of Life'];26 min.;PG-13 - Teens 13 or older;7.39;#2134;#5226;13,661;5;['CGDCT', 'Iyashikei'];;[];On the final day of summer vacation, Kokona Aoba is ready to spend some long-awaited time with her mother, but these plans are unfortunately canceled due to work. Opting to go outside instead, she takes a stroll down a familiar path—one where fond memories appear at every corner.  Later, in the middle of autumn, Hinata Kuraue and Aoi Yukimura are looking through a scrapbook of their childhood. Snooping around in Aoi's room, Hinata finds that she has kept a strange acorn as a keepsake, but doesn't remember the reason why. As its discovery dwells on her, a wave of old memories comes forth, causing her to reminisce about a forgotten event from her childhood.  From time spent with loved ones to promises from the past, Yama no Susume: Omoide Present follows the three girls as they cherish old memories while crafting entirely new ones to remember.  [Written by MAL Rewrite];;;;;
37;Berserk Recap;https://myanimelist.net/anime/35009/Berserk_Recap;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Berserk Dai 1-ki Digest Eizou;ベルセルク 第1期ダイジェスト映像;Special;1;Finished Airing;Mar 3, 2017;['LIDENFILMS'];None found, add some;Millepensee, GEMBA;Manga;['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror', 'Supernatural'];24 min.;R - 17+ (violence & profanity);6.02;#9385;#5227;13,656;23;['Military', 'Mythology'];Seinen;[];Recap episode of Berserk.;;;;;
38;Geneshaft;https://myanimelist.net/anime/909/Geneshaft;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;ジーンシャフト;TV;13;Finished Airing;Apr 5, 2001 to Jun 28, 2001;['Bandai Visual'];Bandai Entertainment;Satelight;Original;['Adventure', 'Sci-Fi'];23 min. per ep.;PG-13 - Teens 13 or older;6.32;#7718;#5228;13,654;15;['Mecha', 'Space'];;[];In the 21st century mankind was on the brink of destruction. Through genetic engineering however they eradicated such feelings as love and the desire for power. Since women are naturally less agressive than men, women to man ratio was set to 9:1. Now people are engineered to have skills that others view as being necessary. There is a giant ring that now orbits the earth, that sits there and relays information back to an alien race that sent it. Now a team of five women will try to eradicate the alien threat.  (Source: ANN);Spring 2001;Unknown;;;
39;Vanquished Queens;https://myanimelist.net/anime/16363/Vanquished_Queens;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Queen's Blade;ヴァンキッシュド・クイーンズ;OVA;4;Finished Airing;Mar 29, 2013 to Sep 30, 2014;['Genco', 'Hoods Entertainment'];None found, add some;Arms;Other;['Action', 'Adventure', 'Fantasy', 'Ecchi'];24 min. per ep.;R+ - Mild Nudity;6.00;#9479;#5232;13,647;15;;;[];Vanquished Queens OVAs depict what happened to various characters who were absent in Queen's Blade: Rebellion and what happened to them after Queen's Blade: Utsukushiki Toushitachi.;;;;;
40;Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba;https://myanimelist.net/anime/31128/Arslan_Senki_TV__Tsuioku_no_Shou_-_Dakkan_no_Yaiba;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Arslan Senki Episode 13.5;アルスラーン戦記　総集編「追憶の章　奪還の刃」;Special;1;Finished Airing;Jul 5, 2015;['Mainichi Broadcasting System', 'Kodansha', 'Magic Capsule', 'Graphinica', 'NBCUniversal Entertainment Japan'];Funimation;SANZIGEN, LIDENFILMS;Manga;['Action', 'Adventure', 'Drama', 'Fantasy', 'Supernatural'];24 min.;R - 17+ (violence & profanity);6.55;#6345;#5241;13,570;8;['Historical', 'Military'];;[];Arslan Senki (TV): Dakkan no Yaiba retells the events of the series' first 13 episodes, summarizing the events that transpired from Arslan's escape with Daryun, to their time in the Peshawar Citadel.;;;;;
41;Gad Guard;https://myanimelist.net/anime/271/Gad_Guard;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;;ガドガード;TV;26;Finished Airing;Apr 16, 2003 to Sep 25, 2003;['Hal Film Maker', 'Media Factory', 'Imagica', 'Amber Film Works', 'Imagine'];Funimation, Geneon Entertainment USA;Gonzo;Original;['Action', 'Adventure', 'Sci-Fi'];25 min. per ep.;PG-13 - Teens 13 or older;6.65;#5803;#5242;13,554;23;;;['Crunchyroll', 'Funimation'];"Several hundred years in the future, the resources of the Earth runs out, and the progression of the human race has stagnated. The world is now divided into ""Units."" A boy named Hajiki Sanada lives with his mother and sister in Unit 74, in a place called ""Night Town,"" in which all electricity is shut down at midnight. The key in this story is an object called the GAD. GADs have the ability to reconstruct materials while reacting to feelings of an organic life. The size and shape of the resulting product seem to be different depending on the kinds of feelings that the life possesses. When Hajiki comes in contact with one by accident, it transforms into a huge robot—a Tekkoudo, or ""Iron Giant""—which Hajiki names Lightning. And soon he realizes that he isn't the only one with a Tekkoudo, and must find out how to deal with those others who he feels are the ""same"" as himself.  (Source: ANN)";Spring 2003;Thursdays at 02:58 (JST);Mecha;;
42;Interlude;https://myanimelist.net/anime/1085/Interlude;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;インタールード;OVA;3;Finished Airing;Mar 25, 2004 to Aug 27, 2004;['Happinet Pictures'];Geneon Entertainment USA;Toei Animation;Visual novel;['Adventure', 'Horror', 'Mystery'];40 min. per ep.;R - 17+ (violence & profanity);6.38;#7394;#5243;13,552;17;;;['Crunchyroll'];The unnamed main character has been having strange dreams, seeing strange things, and meeting strange people. He investigates these events and finds a strange girl named Aya. With her help, he discovers that his world may not in fact be real and many of the people he thinks he knows may not exist anymore.  (Source: FUNimation);;;;;
43;Long Zu;https://myanimelist.net/anime/44408/Long_Zu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;龙族;ONA;16;Finished Airing;Aug 19, 2022 to Nov 25, 2022;['Tencent Penguin Pictures'];None found, add some;Garden Culture;Novel;['Adventure', 'Fantasy'];22 min. per ep.;PG-13 - Teens 13 or older;7.12;#3507;#5250;13,497;71;;;[];"An ordinary and unlucky high school student, Lu Mingfei, one day received an admission letter from Kassel College, a foreign private university. After hesitating and hesitating, Lu Mingfei decided to find out. So far, he has stepped into the world where the ""Dragon"" exists, his life has undergone earth-shaking changes, and he has embarked on the journey of ""slaying the dragon"".  (Source: Garden Culture)";;;;;
44;Saint Seiya: Saintia Shou;https://myanimelist.net/anime/34539/Saint_Seiya__Saintia_Shou;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;;聖闘士星矢 セインティア翔;ONA;10;Finished Airing;Dec 10, 2018 to Feb 18, 2019;['Toei Animation'];None found, add some;Gonzo;Manga;['Action', 'Adventure'];25 min. per ep.;PG-13 - Teens 13 or older;5.60;#11289;#5254;13,471;34;;Seinen;['Crunchyroll'];The whole Sanctuary was misled into danger due to the civil war instigated by the Gemini Gold Saint, Saga. Our story begins right after the end of those events... This is a story of the girls protecting Athena. These are the records of love and fierce fights they meet while opposing destiny on their way to maturity...  (Source: MangaSeven);;;;;
45;Neo Ranga;https://myanimelist.net/anime/1163/Neo_Ranga;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230222013808_20230227_malxhis.png;Nankai Kio Neoranga, Strange World of the South Seas - Neoranga;南海奇皇ネオランガ;TV;48;Finished Airing;Apr 6, 1998 to Sep 28, 1999;['Pony Canyon', 'Marubeni'];ADV Films;Pierrot;Original;['Adventure', 'Horror'];15 min. per ep.;PG-13 - Teens 13 or older;6.58;#6148;#5258;13,450;26;;;[];An ancient God called Ranga awakens on an isolated island in the South Pacific where it has been slumbering forgotten by mankind. Three sisters living in Tokyo—Minami, Ushio, and Yuuhi Shimabara—discover they have inherited this Island Kingdom, along with the huge God. When Ranga shows up in Tokyo, it soon becomes a source of wonder and conflict for the three sisters that control Ranga, the people who want to destroy it, and ones who want to use it.  (Source: ANN);Spring 1998;Mondays at 19:00 (JST);Mecha;;
46;Guraburu!;https://myanimelist.net/anime/41574/Guraburu;https://cdn.myanimelist.net/resources/mxj_panel/2022/20221116_paralive_club_event.png;Grablu!;ぐらぶるっ！;TV;12;Finished Airing;Oct 8, 2020 to Dec 24, 2020;['dugout'];None found, add some;W-Toon Studio, DMM.futureworks;4-koma manga;['Adventure', 'Fantasy'];3 min. per ep.;PG-13 - Teens 13 or older;5.75;#10652;#5264;13,410;23;;;['Crunchyroll'];Anime adaptation of Guraburu!, which is 4-koma manga of Granblue Fantasy.;Fall 2020;Thursdays at 21:54 (JST);;;
47;Beyblade Burst Chouzetsu;https://myanimelist.net/anime/37283/Beyblade_Burst_Chouzetsu;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Beyblade Burst Super Z;ベイブレードバースト 超ゼツ;TV;51;Finished Airing;Apr 2, 2018 to Mar 25, 2019;['TV Tokyo', 'd-rights'];ADK Emotions NY;OLM;Manga;['Action', 'Adventure', 'Sci-Fi', 'Sports'];24 min. per ep.;PG - Children;6.49;#6738;#5288;13,252;83;;Kids;['Netflix'];"Two years after the God Blader's Cup, Valt Aoi battles Aiga Akaba, a ""wild child"" that grew up in nature. After battling, he became inspired to become the No.1 Blader in the world, along with his Beyblade, Z Achilles. He aims to fight strong opponents in an effort to become stronger himself. To defeat Valt Aoi and become the World Champion, Aiga begins his journey.";Spring 2018;Mondays at 17:55 (JST);;;
48;Saiyuuki Gaiden;https://myanimelist.net/anime/9088/Saiyuuki_Gaiden;https://cdn.myanimelist.net/resources/mxj_panel/2023/20230128062819_20230106_animeartacademy.png;Saiyuki Gaiden;最遊記外伝;OVA;3;Finished Airing;Mar 25, 2011 to Nov 25, 2011;['None found', 'add some'];Sentai Filmworks;Anpro;Manga;['Action', 'Adventure', 'Drama', 'Fantasy'];30 min. per ep.;R - 17+ (violence & profanity);7.79;#931;#5298;13,178;70;;;[];In their former lives, 500 years before Genjyo Sanzo and his crew of misfits began their journey west, they were gods, but being godly didn't make them act any more divine. When Goku flies into a murderous rage after seeing his best friend die, Heaven's had enough and wants him dead! But Konzen Douji, Field Marshal Tenpou, and General Kenren are willing to do anything to protect Goku, even if it means turning all of Heaven against them.  (source: Sentai Filmworks);;;Mythology;;
