0$Plastic Memories$https://myanimelist.net/anime/27775/Plastic_Memories$off
0$Kill la Kill$https://myanimelist.net/anime/18679/Kill_la_Kill$off
0$Masamune-kun no Revenge$https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge$off
0$Musaigen no Phantom World$https://myanimelist.net/anime/31442/Musaigen_no_Phantom_World$off
0$Netoge no Yome wa Onnanoko ja Nai to Omotta?$https://myanimelist.net/anime/31404/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta$off
0$Ishuzoku Reviewers$https://myanimelist.net/anime/40010/Ishuzoku_Reviewers$off
0$Ore no Imouto ga Konnani Kawaii Wake ga Nai.$https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai$off
0$Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru$https://myanimelist.net/anime/19221/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_Shiteiru$off
0$Hidan no Aria$https://myanimelist.net/anime/8630/Hidan_no_Aria$off
0$Akaneiro ni Somaru Saka$https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka$off
0$Sword Art Online$https://myanimelist.net/anime/11757/Sword_Art_Online$off
0$Fate/stay night$https://myanimelist.net/anime/356/Fate_stay_night$off
0$Seirei Gensouki$https://myanimelist.net/anime/44203/Seirei_Gensouki$off
0$Amnesia$https://myanimelist.net/anime/15085/Amnesia$off
0$Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari$https://myanimelist.net/anime/40594/Tatoeba_Last_Dungeon_Mae_no_Mura_no_Shounen_ga_Joban_no_Machi_de_Kurasu_Youna_Monogatari$off
0$Isekai Meikyuu de Harem wo$https://myanimelist.net/anime/44524/Isekai_Meikyuu_de_Harem_wo$off
0$Sonny Boy$https://myanimelist.net/anime/48849/Sonny_Boy$off
0$JoJo no Kimyou na Bouken (TV)$https://myanimelist.net/anime/14719/JoJo_no_Kimyou_na_Bouken_TV$off
0$Highschool of the Dead$https://myanimelist.net/anime/8074/Highschool_of_the_Dead$off
0$Black★Rock Shooter (TV)$https://myanimelist.net/anime/11285/Black%E2%98%85Rock_Shooter_TV$off
0$Devils Line$https://myanimelist.net/anime/35928/Devils_Line$off
0$Tasogare Otome x Amnesia$https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia$off
0$Hyouka$https://myanimelist.net/anime/12189/Hyouka$off
0$Zankyou no Terror$https://myanimelist.net/anime/23283/Zankyou_no_Terror$off
0$Monster$https://myanimelist.net/anime/19/Monster$off
0$Toradora!$https://myanimelist.net/anime/4224/Toradora$off
0$Charlotte$https://myanimelist.net/anime/28999/Charlotte$off
0$School Days$https://myanimelist.net/anime/2476/School_Days$off
0$Wotaku ni Koi wa Muzukashii$https://myanimelist.net/anime/35968/Wotaku_ni_Koi_wa_Muzukashii$off
0$Sono Bisque Doll wa Koi wo Suru$https://myanimelist.net/anime/48736/Sono_Bisque_Doll_wa_Koi_wo_Suru$off
