$title$link$preliminary
3$Kiseijuu: Sei no Kakuritsu$https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu$off
5$Neon Genesis Evangelion$https://myanimelist.net/anime/30/Neon_Genesis_Evangelion$off
9$Darling in the FranXX$https://myanimelist.net/anime/35849/Darling_in_the_FranXX$off
12$Deadman Wonderland$https://myanimelist.net/anime/6880/Deadman_Wonderland$off
13$Guilty Crown$https://myanimelist.net/anime/10793/Guilty_Crown$off
19$Plastic Memories$https://myanimelist.net/anime/27775/Plastic_Memories$off
20$Black Bullet$https://myanimelist.net/anime/20787/Black_Bullet$off
0$One Punch Man$https://myanimelist.net/anime/30276/One_Punch_Man$off
1$No Game No Life$https://myanimelist.net/anime/19815/No_Game_No_Life$off
4$Kono Subarashii Sekai ni Shukufuku wo!$https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo$off
5$Kill la Kill$https://myanimelist.net/anime/18679/Kill_la_Kill$off
8$One Punch Man 2nd Season$https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season$off
11$Hataraku Maou-sama!$https://myanimelist.net/anime/15809/Hataraku_Maou-sama$off
17$Tensei shitara Slime Datta Ken$https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken$off
33$Golden Time$https://myanimelist.net/anime/17895/Golden_Time$off
37$Kanojo, Okarishimasu$https://myanimelist.net/anime/40839/Kanojo_Okarishimasu$off
46$Masamune-kun no Revenge$https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge$off
89$Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!$https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui$off
91$Gamers!$https://myanimelist.net/anime/34280/Gamers$off
121$Musaigen no Phantom World$https://myanimelist.net/anime/31442/Musaigen_no_Phantom_World$off
125$Netoge no Yome wa Onnanoko ja Nai to Omotta?$https://myanimelist.net/anime/31404/Netoge_no_Yome_wa_Onnanoko_ja_Nai_to_Omotta$off
148$Ishuzoku Reviewers$https://myanimelist.net/anime/40010/Ishuzoku_Reviewers$off
164$Ore no Imouto ga Konnani Kawaii Wake ga Nai.$https://myanimelist.net/anime/13659/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai$off
181$Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru$https://myanimelist.net/anime/19221/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_Shiteiru$off
182$Kumo desu ga, Nani ka?$https://myanimelist.net/anime/37984/Kumo_desu_ga_Nani_ka$off
183$Nakitai Watashi wa Neko wo Kaburu$https://myanimelist.net/anime/41168/Nakitai_Watashi_wa_Neko_wo_Kaburu$off
192$Gokushufudou$https://myanimelist.net/anime/43692/Gokushufudou$off
206$Hidan no Aria$https://myanimelist.net/anime/8630/Hidan_no_Aria$off
523$Akaneiro ni Somaru Saka$https://myanimelist.net/anime/4744/Akaneiro_ni_Somaru_Saka$off
1$Sword Art Online$https://myanimelist.net/anime/11757/Sword_Art_Online$off
2$Kimetsu no Yaiba$https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba$off
3$Naruto$https://myanimelist.net/anime/20/Naruto$off
4$Tokyo Ghoul$https://myanimelist.net/anime/22319/Tokyo_Ghoul$off
8$Jujutsu Kaisen$https://myanimelist.net/anime/40748/Jujutsu_Kaisen$off
9$One Piece$https://myanimelist.net/anime/21/One_Piece$on
10$Re:Zero kara Hajimeru Isekai Seikatsu$https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu$off
12$Akame ga Kill!$https://myanimelist.net/anime/22199/Akame_ga_Kill$off
14$Sword Art Online II$https://myanimelist.net/anime/21881/Sword_Art_Online_II$off
15$Ao no Exorcist$https://myanimelist.net/anime/9919/Ao_no_Exorcist$off
17$Bleach$https://myanimelist.net/anime/269/Bleach$off
18$Tokyo Ghoul √A$https://myanimelist.net/anime/27899/Tokyo_Ghoul_%E2%88%9AA$off
25$Tate no Yuusha no Nariagari$https://myanimelist.net/anime/35790/Tate_no_Yuusha_no_Nariagari$off
26$Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka$https://myanimelist.net/anime/28121/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka$off
31$Kimetsu no Yaiba Movie: Mugen Ressha-hen$https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen$off
35$Chainsaw Man$https://myanimelist.net/anime/44511/Chainsaw_Man$off
40$Mushoku Tensei: Isekai Ittara Honki Dasu$https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu$off
54$Fate/stay night$https://myanimelist.net/anime/356/Fate_stay_night$off
57$Kami no Tou$https://myanimelist.net/anime/40221/Kami_no_Tou$off
61$The God of High School$https://myanimelist.net/anime/41353/The_God_of_High_School$off
77$Koutetsujou no Kabaneri$https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri$off
87$Wonder Egg Priority$https://myanimelist.net/anime/43299/Wonder_Egg_Priority$off
101$Arifureta Shokugyou de Sekai Saikyou$https://myanimelist.net/anime/36882/Arifureta_Shokugyou_de_Sekai_Saikyou$off
146$Takt Op. Destiny$https://myanimelist.net/anime/48556/Takt_Op_Destiny$off
215$Seirei Gensouki$https://myanimelist.net/anime/44203/Seirei_Gensouki$off
239$Amnesia$https://myanimelist.net/anime/15085/Amnesia$off
270$Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari$https://myanimelist.net/anime/40594/Tatoeba_Last_Dungeon_Mae_no_Mura_no_Shounen_ga_Joban_no_Machi_de_Kurasu_Youna_Monogatari$off
273$Shuumatsu no Walküre$https://myanimelist.net/anime/44942/Shuumatsu_no_Walk%C3%BCre$off
313$Isekai Meikyuu de Harem wo$https://myanimelist.net/anime/44524/Isekai_Meikyuu_de_Harem_wo$off
0$Shingeki no Kyojin$https://myanimelist.net/anime/16498/Shingeki_no_Kyojin$off
2$Kimi no Na wa.$https://myanimelist.net/anime/32281/Kimi_no_Na_wa$off
4$Koe no Katachi$https://myanimelist.net/anime/28851/Koe_no_Katachi$off
19$Yuri!!! on Ice$https://myanimelist.net/anime/32995/Yuri_on_Ice$off
59$Sonny Boy$https://myanimelist.net/anime/48849/Sonny_Boy$off
13$JoJo no Kimyou na Bouken (TV)$https://myanimelist.net/anime/14719/JoJo_no_Kimyou_na_Bouken_TV$off
126$Afro Samurai$https://myanimelist.net/anime/1292/Afro_Samurai$off
3$Highschool of the Dead$https://myanimelist.net/anime/8074/Highschool_of_the_Dead$off
33$Absolute Duo$https://myanimelist.net/anime/25397/Absolute_Duo$off
1$Devilman: Crybaby$https://myanimelist.net/anime/35120/Devilman__Crybaby$off
4$Boku no Hero Academia$https://myanimelist.net/anime/31964/Boku_no_Hero_Academia$off
21$Mirai Nikki (TV)$https://myanimelist.net/anime/10620/Mirai_Nikki_TV$off
45$Elfen Lied$https://myanimelist.net/anime/226/Elfen_Lied$off
59$Owari no Seraph$https://myanimelist.net/anime/26243/Owari_no_Seraph$off
71$Tokyo Revengers$https://myanimelist.net/anime/42249/Tokyo_Revengers$off
289$Black★Rock Shooter (TV)$https://myanimelist.net/anime/11285/Black%E2%98%85Rock_Shooter_TV$off
383$Devils Line$https://myanimelist.net/anime/35928/Devils_Line$off
3$Another$https://myanimelist.net/anime/11111/Another$off
9$Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation$https://myanimelist.net/anime/16592/Danganronpa__Kibou_no_Gakuen_to_Zetsubou_no_Koukousei_The_Animation$off
