$title$link$preliminary
1$Code Geass: Hangyaku no Lelouch$https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch$off
2$Yakusoku no Neverland$https://myanimelist.net/anime/37779/Yakusoku_no_Neverland$off
3$Kiseijuu: Sei no Kakuritsu$https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu$off
4$Cowboy Bebop$https://myanimelist.net/anime/1/Cowboy_Bebop$off
5$Neon Genesis Evangelion$https://myanimelist.net/anime/30/Neon_Genesis_Evangelion$off
6$Code Geass: Hangyaku no Lelouch R2$https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2$off
7$Dr. Stone$https://myanimelist.net/anime/38691/Dr_Stone$off
8$Psycho-Pass$https://myanimelist.net/anime/13601/Psycho-Pass$off
9$Darling in the FranXX$https://myanimelist.net/anime/35849/Darling_in_the_FranXX$off
10$Tengen Toppa Gurren Lagann$https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann$off
11$Made in Abyss$https://myanimelist.net/anime/34599/Made_in_Abyss$off
12$Deadman Wonderland$https://myanimelist.net/anime/6880/Deadman_Wonderland$off
13$Guilty Crown$https://myanimelist.net/anime/10793/Guilty_Crown$off
14$Gintama$https://myanimelist.net/anime/918/Gintama$off
15$Mahouka Koukou no Rettousei$https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei$off
16$Date A Live$https://myanimelist.net/anime/15583/Date_A_Live$off
18$Darker than Black: Kuro no Keiyakusha$https://myanimelist.net/anime/2025/Darker_than_Black__Kuro_no_Keiyakusha$off
19$Plastic Memories$https://myanimelist.net/anime/27775/Plastic_Memories$off
20$Black Bullet$https://myanimelist.net/anime/20787/Black_Bullet$off
0$One Punch Man$https://myanimelist.net/anime/30276/One_Punch_Man$off
1$No Game No Life$https://myanimelist.net/anime/19815/No_Game_No_Life$off
2$Mob Psycho 100$https://myanimelist.net/anime/32182/Mob_Psycho_100$off
3$Ansatsu Kyoushitsu$https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu$off
4$Kono Subarashii Sekai ni Shukufuku wo!$https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo$off
5$Kill la Kill$https://myanimelist.net/anime/18679/Kill_la_Kill$off
6$Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen$https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen$off
8$One Punch Man 2nd Season$https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season$off
9$Soul Eater$https://myanimelist.net/anime/3588/Soul_Eater$off
10$Black Clover$https://myanimelist.net/anime/34572/Black_Clover$off
11$Hataraku Maou-sama!$https://myanimelist.net/anime/15809/Hataraku_Maou-sama$off
12$Kono Subarashii Sekai ni Shukufuku wo! 2$https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2$off
13$Mob Psycho 100 II$https://myanimelist.net/anime/37510/Mob_Psycho_100_II$off
14$High School DxD$https://myanimelist.net/anime/11617/High_School_DxD$off
15$Yahari Ore no Seishun Love Comedy wa Machigatteiru.$https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru$off
16$Ansatsu Kyoushitsu 2nd Season$https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season$off
17$Tensei shitara Slime Datta Ken$https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken$off
18$Chuunibyou demo Koi ga Shitai!$https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai$off
19$Spy x Family$https://myanimelist.net/anime/50265/Spy_x_Family$off
20$Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen$https://myanimelist.net/anime/40591/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen$off
21$Kaichou wa Maid-sama!$https://myanimelist.net/anime/7054/Kaichou_wa_Maid-sama$off
22$Samurai Champloo$https://myanimelist.net/anime/205/Samurai_Champloo$off
23$Dragon Ball Z$https://myanimelist.net/anime/813/Dragon_Ball_Z$off
24$Kuroshitsuji$https://myanimelist.net/anime/4898/Kuroshitsuji$off
25$Nisekoi$https://myanimelist.net/anime/18897/Nisekoi$off
26$Ouran Koukou Host Club$https://myanimelist.net/anime/853/Ouran_Koukou_Host_Club$off
27$Tonari no Kaibutsu-kun$https://myanimelist.net/anime/14227/Tonari_no_Kaibutsu-kun$off
28$Saiki Kusuo no Ψ-nan$https://myanimelist.net/anime/33255/Saiki_Kusuo_no_%CE%A8-nan$off
30$K-On!$https://myanimelist.net/anime/5680/K-On$off
31$Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku$https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku$off
33$Golden Time$https://myanimelist.net/anime/17895/Golden_Time$off
34$Dragon Ball$https://myanimelist.net/anime/223/Dragon_Ball$off
35$Prison School$https://myanimelist.net/anime/30240/Prison_School$off
37$Kanojo, Okarishimasu$https://myanimelist.net/anime/40839/Kanojo_Okarishimasu$off
38$Gekkan Shoujo Nozaki-kun$https://myanimelist.net/anime/23289/Gekkan_Shoujo_Nozaki-kun$off
41$5-toubun no Hanayome$https://myanimelist.net/anime/38101/5-toubun_no_Hanayome$off
42$Baccano!$https://myanimelist.net/anime/2251/Baccano$off
43$Tensei shitara Slime Datta Ken 2nd Season$https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season$off
44$Nichijou$https://myanimelist.net/anime/10165/Nichijou$off
45$Kekkai Sensen$https://myanimelist.net/anime/24439/Kekkai_Sensen$off
46$Masamune-kun no Revenge$https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge$off
47$Trinity Seven$https://myanimelist.net/anime/25157/Trinity_Seven$off
48$Komi-san wa, Comyushou desu.$https://myanimelist.net/anime/48926/Komi-san_wa_Comyushou_desu$off
49$Zero no Tsukaima$https://myanimelist.net/anime/1195/Zero_no_Tsukaima$off
50$Danshi Koukousei no Nichijou$https://myanimelist.net/anime/11843/Danshi_Koukousei_no_Nichijou$off
51$Kaguya-sama wa Kokurasetai: Ultra Romantic$https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic$off
52$Boku wa Tomodachi ga Sukunai$https://myanimelist.net/anime/10719/Boku_wa_Tomodachi_ga_Sukunai$off
53$Great Teacher Onizuka$https://myanimelist.net/anime/245/Great_Teacher_Onizuka$off
57$Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai$https://myanimelist.net/anime/29786/Shimoneta_to_Iu_Gainen_ga_Sonzai_Shinai_Taikutsu_na_Sekai$off
58$Yamada-kun to 7-nin no Majo$https://myanimelist.net/anime/28677/Yamada-kun_to_7-nin_no_Majo$off
59$Ijiranaide, Nagatoro-san$https://myanimelist.net/anime/42361/Ijiranaide_Nagatoro-san$off
60$Sakamoto desu ga?$https://myanimelist.net/anime/32542/Sakamoto_desu_ga$off
62$Grand Blue$https://myanimelist.net/anime/37105/Grand_Blue$off
63$Monster Musume no Iru Nichijou$https://myanimelist.net/anime/30307/Monster_Musume_no_Iru_Nichijou$off
