0$Cowboy Bebop$https://myanimelist.net/anime/1/Cowboy_Bebop$off
0$Neon Genesis Evangelion$https://myanimelist.net/anime/30/Neon_Genesis_Evangelion$off
0$Code Geass: Hangyaku no Lelouch$https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch$off
0$Darling in the FranXX$https://myanimelist.net/anime/35849/Darling_in_the_FranXX$off
0$Tengen Toppa Gurren Lagann$https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann$off
0$Made in Abyss$https://myanimelist.net/anime/34599/Made_in_Abyss$off
0$One Punch Man$https://myanimelist.net/anime/30276/One_Punch_Man$off
0$No Game No Life$https://myanimelist.net/anime/19815/No_Game_No_Life$off
0$Kill la Kill$https://myanimelist.net/anime/18679/Kill_la_Kill$off
0$Spy x Family$https://myanimelist.net/anime/50265/Spy_x_Family$off
0$Tensei shitara Slime Datta Ken 2nd Season$https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season$off
0$Nisemonogatari$https://myanimelist.net/anime/11597/Nisemonogatari$off
0$Kore wa Zombie desu ka?$https://myanimelist.net/anime/8841/Kore_wa_Zombie_desu_ka$off
0$Kiss x Sis (TV)$https://myanimelist.net/anime/7593/Kiss_x_Sis_TV$off
0$Drifters$https://myanimelist.net/anime/31339/Drifters$off
0$Ichiban Ushiro no Daimaou$https://myanimelist.net/anime/7088/Ichiban_Ushiro_no_Daimaou$off
0$Dorohedoro$https://myanimelist.net/anime/38668/Dorohedoro$off
0$Sora yori mo Tooi Basho$https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho$off
0$Kuroshitsuji: Book of Circus$https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus$off
0$Kore wa Zombie desu ka? of the Dead$https://myanimelist.net/anime/10790/Kore_wa_Zombie_desu_ka_of_the_Dead$off
0$Outbreak Company$https://myanimelist.net/anime/19369/Outbreak_Company$off
0$Kami nomi zo Shiru Sekai: Megami-hen$https://myanimelist.net/anime/16706/Kami_nomi_zo_Shiru_Sekai__Megami-hen$off
