$title$link$preliminary
1$Code Geass: Hangyaku no Lelouch$https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch$off
5$Neon Genesis Evangelion$https://myanimelist.net/anime/30/Neon_Genesis_Evangelion$off
6$Code Geass: Hangyaku no Lelouch R2$https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2$off
9$Darling in the FranXX$https://myanimelist.net/anime/35849/Darling_in_the_FranXX$off
12$Deadman Wonderland$https://myanimelist.net/anime/6880/Deadman_Wonderland$off
13$Guilty Crown$https://myanimelist.net/anime/10793/Guilty_Crown$off
15$Mahouka Koukou no Rettousei$https://myanimelist.net/anime/20785/Mahouka_Koukou_no_Rettousei$off
20$Black Bullet$https://myanimelist.net/anime/20787/Black_Bullet$off
4$Kono Subarashii Sekai ni Shukufuku wo!$https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo$off
5$Kill la Kill$https://myanimelist.net/anime/18679/Kill_la_Kill$off
8$One Punch Man 2nd Season$https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season$off
15$Yahari Ore no Seishun Love Comedy wa Machigatteiru.$https://myanimelist.net/anime/14813/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru$off
17$Tensei shitara Slime Datta Ken$https://myanimelist.net/anime/37430/Tensei_shitara_Slime_Datta_Ken$off
33$Golden Time$https://myanimelist.net/anime/17895/Golden_Time$off
37$Kanojo, Okarishimasu$https://myanimelist.net/anime/40839/Kanojo_Okarishimasu$off
46$Masamune-kun no Revenge$https://myanimelist.net/anime/33487/Masamune-kun_no_Revenge$off
48$Komi-san wa, Comyushou desu.$https://myanimelist.net/anime/48926/Komi-san_wa_Comyushou_desu$off
55$Dragon Ball Super$https://myanimelist.net/anime/30694/Dragon_Ball_Super$off
59$Ijiranaide, Nagatoro-san$https://myanimelist.net/anime/42361/Ijiranaide_Nagatoro-san$off
69$Eromanga-sensei$https://myanimelist.net/anime/32901/Eromanga-sensei$off
71$Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan$https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan$off
75$Ore no Imouto ga Konnani Kawaii Wake ga Nai$https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai$off
79$Himouto! Umaru-chan$https://myanimelist.net/anime/28825/Himouto_Umaru-chan$off
80$Rosario to Vampire$https://myanimelist.net/anime/2993/Rosario_to_Vampire$off
89$Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!$https://myanimelist.net/anime/16742/Watashi_ga_Motenai_no_wa_Dou_Kangaetemo_Omaera_ga_Warui$off
91$Gamers!$https://myanimelist.net/anime/34280/Gamers$off
114$Kenja no Mago$https://myanimelist.net/anime/36407/Kenja_no_Mago$off
123$Isekai wa Smartphone to Tomo ni.$https://myanimelist.net/anime/35203/Isekai_wa_Smartphone_to_Tomo_ni$off
127$Hajimete no Gal$https://myanimelist.net/anime/34403/Hajimete_no_Gal$off
182$Kumo desu ga, Nani ka?$https://myanimelist.net/anime/37984/Kumo_desu_ga_Nani_ka$off
183$Nakitai Watashi wa Neko wo Kaburu$https://myanimelist.net/anime/41168/Nakitai_Watashi_wa_Neko_wo_Kaburu$off
192$Gokushufudou$https://myanimelist.net/anime/43692/Gokushufudou$off
222$Tantei wa Mou, Shindeiru.$https://myanimelist.net/anime/46471/Tantei_wa_Mou_Shindeiru$off
290$Itazura na Kiss$https://myanimelist.net/anime/3731/Itazura_na_Kiss$off
292$Shuffle!$https://myanimelist.net/anime/79/Shuffle$off
295$Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?$https://myanimelist.net/anime/38573/Tsuujou_Kougeki_ga_Zentai_Kougeki_de_Ni-kai_Kougeki_no_Okaasan_wa_Suki_desu_ka$off
350$Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara$https://myanimelist.net/anime/44276/Kyuukyoku_Shinka_shita_Full_Dive_RPG_ga_Genjitsu_yori_mo_Kusoge_Dattara$off
359$Koi to Yobu ni wa Kimochi Warui$https://myanimelist.net/anime/41103/Koi_to_Yobu_ni_wa_Kimochi_Warui$off
394$Soul Eater NOT!$https://myanimelist.net/anime/21507/Soul_Eater_NOT$off
413$Peter Grill to Kenja no Jikan$https://myanimelist.net/anime/40436/Peter_Grill_to_Kenja_no_Jikan$off
554$Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials$https://myanimelist.net/anime/18857/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai_Specials$off
602$Ore ga Suki nano wa Imouto dakedo Imouto ja Nai$https://myanimelist.net/anime/36632/Ore_ga_Suki_nano_wa_Imouto_dakedo_Imouto_ja_Nai$off
639$Conception$https://myanimelist.net/anime/37823/Conception$off
654$Green Green$https://myanimelist.net/anime/133/Green_Green$off
1500$Eiken: Eikenbu yori Ai wo Komete$https://myanimelist.net/anime/788/Eiken__Eikenbu_yori_Ai_wo_Komete$off
1798$Utsu Musume Sayuri$https://myanimelist.net/anime/13405/Utsu_Musume_Sayuri$off
1800$Shitcom$https://myanimelist.net/anime/16608/Shitcom$off
1985$Tenshi no Drop$https://myanimelist.net/anime/16436/Tenshi_no_Drop$off
2678$Abunai Sisters: Koko & Mika$https://myanimelist.net/anime/5877/Abunai_Sisters__Koko___Mika$off
0$Fullmetal Alchemist: Brotherhood$https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood$off
1$Sword Art Online$https://myanimelist.net/anime/11757/Sword_Art_Online$off
2$Kimetsu no Yaiba$https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba$off
3$Naruto$https://myanimelist.net/anime/20/Naruto$off
4$Tokyo Ghoul$https://myanimelist.net/anime/22319/Tokyo_Ghoul$off
5$Hunter x Hunter (2011)$https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011$off
9$One Piece$https://myanimelist.net/anime/21/One_Piece$on
10$Re:Zero kara Hajimeru Isekai Seikatsu$https://myanimelist.net/anime/31240/Re_Zero_kara_Hajimeru_Isekai_Seikatsu$off
12$Akame ga Kill!$https://myanimelist.net/anime/22199/Akame_ga_Kill$off
13$Nanatsu no Taizai$https://myanimelist.net/anime/23755/Nanatsu_no_Taizai$off
14$Sword Art Online II$https://myanimelist.net/anime/21881/Sword_Art_Online_II$off
15$Ao no Exorcist$https://myanimelist.net/anime/9919/Ao_no_Exorcist$off
